"DateTime","Average USD","Average USD"
"2017-09-29 00:00:00",,
"2017-09-30 00:00:00",,
"2017-10-01 00:00:00",,
"2017-10-02 00:00:00",,
"2017-10-03 00:00:00",,
"2017-10-04 00:00:00",,
"2017-10-05 00:00:00",,
"2017-10-06 00:00:00",,
"2017-10-07 00:00:00",,
"2017-10-08 00:00:00",,
"2017-10-09 00:00:00",,
"2017-10-10 00:00:00",,
"2017-10-11 00:00:00",,
"2017-10-12 00:00:00",,
"2017-10-13 00:00:00",,
"2017-10-14 00:00:00",,
"2017-10-15 00:00:00",,
"2017-10-16 00:00:00",,
"2017-10-17 00:00:00",,
"2017-10-18 00:00:00",,
"2017-10-19 00:00:00",,
"2017-10-20 00:00:00",,
"2017-10-21 00:00:00",,
"2017-10-22 00:00:00",,
"2017-10-23 00:00:00",,
"2017-10-24 00:00:00",,
"2017-10-25 00:00:00",,
"2017-10-26 00:00:00",,
"2017-10-27 00:00:00",,
"2017-10-28 00:00:00",,
"2017-10-29 00:00:00",,
"2017-10-30 00:00:00",,
"2017-10-31 00:00:00",,
"2017-11-01 00:00:00",,
"2017-11-02 00:00:00",,
"2017-11-03 00:00:00",,
"2017-11-04 00:00:00",,
"2017-11-05 00:00:00",,
"2017-11-06 00:00:00",,
"2017-11-07 00:00:00",,
"2017-11-08 00:00:00",,
"2017-11-09 00:00:00",,
"2017-11-10 00:00:00",,
"2017-11-11 00:00:00",,
"2017-11-12 00:00:00",,
"2017-11-13 00:00:00",,
"2017-11-14 00:00:00",,
"2017-11-15 00:00:00",,
"2017-11-16 00:00:00",,
"2017-11-17 00:00:00",,
"2017-11-18 00:00:00",,
"2017-11-19 00:00:00",,
"2017-11-20 00:00:00",,
"2017-11-21 00:00:00",,
"2017-11-22 00:00:00",,
"2017-11-23 00:00:00",,
"2017-11-24 00:00:00",,
"2017-11-25 00:00:00",,
"2017-11-26 00:00:00",,
"2017-11-27 00:00:00",,
"2017-11-28 00:00:00",,
"2017-11-29 00:00:00",,
"2017-11-30 00:00:00",,
"2017-12-01 00:00:00",,
"2017-12-02 00:00:00",,
"2017-12-03 00:00:00",,
"2017-12-04 00:00:00",,
"2017-12-05 00:00:00",,
"2017-12-06 00:00:00",,
"2017-12-07 00:00:00",,
"2017-12-08 00:00:00",,
"2017-12-09 00:00:00",,
"2017-12-10 00:00:00",,
"2017-12-11 00:00:00",,
"2017-12-12 00:00:00",,
"2017-12-13 00:00:00",,
"2017-12-14 00:00:00",,
"2017-12-15 00:00:00",118.47,118.47
"2017-12-16 00:00:00",118.8,118.8
"2017-12-17 00:00:00",118.13,118.13
"2017-12-18 00:00:00",129.9,129.9
"2017-12-19 00:00:00",133.81,133.81
"2017-12-20 00:00:00",140.42,140.42
"2017-12-21 00:00:00",173.22,173.22
"2017-12-22 00:00:00",279.03,279.03
"2017-12-23 00:00:00",600.31,600.31
"2017-12-24 00:00:00",736.98,736.98
"2017-12-25 00:00:00",1236.11,1236.11
"2017-12-26 00:00:00",1147.44,1147.44
"2017-12-27 00:00:00",1425.51,1425.51
"2017-12-28 00:00:00",1283.53,1283.53
"2017-12-29 00:00:00",2280.63,2280.63
"2017-12-30 00:00:00",1783.86,1783.86
"2017-12-31 00:00:00",2969.17,2969.17
"2018-01-01 00:00:00",3713.49,3713.49
"2018-01-02 00:00:00",10398.92,10398.92
"2018-01-03 00:00:00",25595.62,25595.62
"2018-01-04 00:00:00",,
"2018-01-05 00:00:00",,
"2018-01-06 00:00:00",,
"2018-01-07 00:00:00",,
"2018-01-08 00:00:00",,
"2018-01-09 00:00:00",,
